date,QCOM,CRM
2023-08-15,104.63615417480469,205.75909423828125
2023-08-16,103.20267486572266,203.9950408935547
2023-08-17,103.1370849609375,200.89059448242188
2023-08-18,103.15581512451172,201.8662872314453
2023-08-21,103.69923400878906,206.00550842285156
2023-08-22,102.5655517578125,203.7683563232422
2023-08-23,104.15833282470703,206.10406494140625
2023-08-24,101.6661148071289,202.53643798828125
2023-08-25,103.36194610595703,206.43914794921875
2023-08-28,104.63615417480469,208.6565704345703
2023-08-29,106.60370635986328,208.89309692382812
2023-08-30,106.8773422241211,211.9285430908203
2023-08-31,108.06623077392578,218.2556610107422
2023-09-01,108.87769317626953,218.32464599609375
2023-09-05,109.97222900390625,215.52572631835938
2023-09-06,108.20777130126953,218.413330078125
2023-09-07,100.39506530761719,219.3101348876953
2023-09-08,100.14973449707031,221.50790405273438
2023-09-11,104.05609893798828,222.04995727539062
2023-09-12,104.95248413085938,218.45274353027344
2023-09-13,106.28289031982422,215.6341552734375
2023-09-14,107.6039047241211,215.6144256591797
2023-09-15,106.75467681884766,211.50477600097656
2023-09-18,106.3866958618164,211.88912963867188
2023-09-19,104.47126770019531,212.5789794921875
2023-09-20,103.055908203125,209.94761657714844
2023-09-21,101.86703491210938,205.59161376953125
2023-09-22,101.60282897949219,203.44313049316406
2023-09-25,104.1976318359375,203.35443115234375
2023-09-26,103.52769470214844,199.56015014648438
2023-09-27,103.02760314941406,199.79664611816406
2023-09-28,104.8298110961914,200.25987243652344
2023-09-29,104.79206848144531,199.84593200683594
2023-10-02,104.8298110961914,200.76248168945312
2023-10-03,103.97118377685547,196.9386444091797
2023-10-04,103.65036010742188,198.9490966796875
2023-10-05,103.60318756103516,199.08705139160156
2023-10-06,104.6222152709961,204.359619140625
2023-10-09,105.49031066894531,204.2216796875
2023-10-10,105.97150421142578,203.88662719726562
2023-10-11,104.84868621826172,203.85707092285156
2023-10-12,105.16948699951172,202.70394897460938
2023-10-13,102.52752685546875,201.62974548339844
2023-10-16,104.27311706542969,205.51272583007812
2023-10-17,105.86772155761719,206.8037872314453
2023-10-18,104.71659088134766,201.8662872314453
2023-10-19,104.9996566772461,205.30575561523438
2023-10-20,102.49922180175781,200.78219604492188
2023-10-23,102.52752685546875,199.0772247314453
2023-10-24,103.21631622314453,201.2650909423828
2023-10-25,98.86650085449219,194.2086639404297
2023-10-26,99.65909576416016,193.41043090820312
2023-10-27,100.45167541503906,193.7257843017578
2023-10-30,101.7443618774414,196.38671875
2023-10-31,102.83888244628906,197.92413330078125
2023-11-01,104.63166046142578,200.95960998535156
2023-11-02,110.73652648925781,205.0988311767578
2023-11-03,112.77460479736328,204.4680633544922
2023-11-06,113.1614761352539,204.41879272460938
2023-11-07,113.90687561035156,208.7748565673828
2023-11-08,113.28414154052734,208.41018676757812
2023-11-09,113.3218765258789,206.9713134765625
2023-11-10,117.19992065429688,210.53895568847656
2023-11-13,116.8602294921875,212.16506958007812
2023-11-14,120.1721420288086,217.97970581054688
2023-11-15,121.64409637451172,216.24517822265625
2023-11-16,121.43650817871094,218.24578857421875
2023-11-17,122.16305541992188,218.0191192626953
2023-11-20,122.20079803466797,221.87252807617188
2023-11-21,119.851318359375,221.0742950439453
2023-11-22,120.30423736572266,220.6011962890625
2023-11-24,120.54013061523438,221.13340759277344
2023-11-27,120.9647445678711,221.53746032714844
2023-11-28,119.44560241699219,221.66558837890625
2023-11-29,121.45867156982422,227.0170135498047
2023-11-30,122.54118347167969,248.2552032470703
2023-12-01,123.12991333007812,256.23797607421875
2023-12-04,123.39579010009766,247.03314208984375
2023-12-05,124.15543365478516,247.38796997070312
2023-12-06,123.4052963256836,245.52529907226562
2023-12-07,126.23500061035156,245.2493438720703
2023-12-08,126.26348114013672,247.1809844970703
2023-12-11,129.23562622070312,248.45233154296875
2023-12-12,129.7863311767578,252.7393798828125
2023-12-13,131.79942321777344,253.59678649902344
2023-12-14,134.36325073242188,253.48838806152344
2023-12-15,135.91104125976562,257.8148498535156
2023-12-18,134.5056610107422,259.7760314941406
2023-12-19,136.00599670410156,260.5152282714844
2023-12-20,133.35671997070312,256.4844055175781
2023-12-21,135.25584411621094,263.3830871582031
2023-12-22,136.2528839111328,262.48626708984375
2023-12-26,138.12351989746094,262.36798095703125
2023-12-27,138.3704071044922,262.86077880859375
2023-12-28,138.5033416748047,261.73724365234375
2023-12-29,137.33538818359375,259.3325500488281
2024-01-02,133.1573028564453,252.4240264892578
2024-01-03,130.65992736816406,248.19607543945312
2024-01-04,129.3020782470703,247.60475158691406
2024-01-05,129.8338165283203,247.48646545410156
2024-01-08,132.01783752441406,257.0953674316406
2024-01-09,132.83445739746094,257.5586242675781
2024-01-10,132.28369140625,260.3082580566406
2024-01-11,132.01783752441406,267.4533386230469
2024-01-12,133.12879943847656,267.9953918457031
2024-01-16,134.0023956298828,265.2950439453125
2024-01-17,132.293212890625,267.5124816894531
2024-01-18,137.96206665039062,270.4887390136719
2024-01-19,144.2957000732422,276.81591796875
2024-01-22,145.15975952148438,276.2442626953125
2024-01-23,145.75802612304688,272.7653503417969
2024-01-24,146.58413696289062,272.8738098144531
2024-01-25,146.6790771484375,274.9926452636719
2024-01-26,143.11822509765625,275.8894958496094
2024-01-29,142.0926971435547,283.69488525390625
2024-01-30,138.61727905273438,283.5668029785156
2024-01-31,141.01966857910156,277.0228271484375
2024-02-01,133.99293518066406,279.693603515625
2024-02-02,134.5436553955078,281.5267028808594
2024-02-05,136.765625,283.9412536621094
2024-02-06,136.83212280273438,281.6942443847656
2024-02-07,138.5318145751953,284.6607360839844
2024-02-08,140.7063446044922,287.7257385253906
2024-02-09,143.3841094970703,287.0850830078125
2024-02-12,145.37818908691406,283.1627197265625
2024-02-13,142.47251892089844,277.0820007324219
2024-02-14,146.17581176757812,284.9662170410156
2024-02-15,148.11294555664062,287.7158508300781
2024-02-16,144.98887634277344,285.5279846191406
2024-02-20,144.2957000732422,282.2461242675781
2024-02-21,144.3431396484375,279.4472351074219
2024-02-22,146.94496154785156,289.401123046875
2024-02-23,147.0968780517578,288.56341552734375
2024-02-26,149.10995483398438,296.0436096191406
2024-02-27,150.31591796875,295.16644287109375
2024-02-28,148.74118041992188,295.43255615234375
2024-02-29,150.5926513671875,304.3516845703125
2024-03-01,155.6509246826172,312.2950134277344
2024-03-04,158.96266174316406,310.08740234375
2024-03-05,154.08572387695312,294.4273376464844
2024-03-06,160.23202514648438,299.37469482421875
2024-03-07,167.70484924316406,298.04425048828125
2024-03-08,162.78977966308594,300.86285400390625
2024-03-11,163.31466674804688,301.5723876953125
2024-03-12,165.18527221679688,302.1834411621094
2024-03-13,161.52996826171875,300.66375732421875
2024-03-14,160.76646423339844,299.32171630859375
2024-03-15,159.57347106933594,290.4501953125
2024-03-18,159.3062286376953,296.54876708984375
2024-03-19,156.6148681640625,297.4763488769531
2024-03-20,160.02203369140625,302.0452880859375
2024-03-21,163.05697631835938,304.3249206542969
2024-03-22,162.34120178222656,303.7129821777344
2024-03-25,159.87887573242188,302.0255432128906
2024-03-26,159.4493865966797,301.7986145019531
2024-03-27,161.4154510498047,297.40728759765625
2024-03-28,161.5776824951172,297.2098693847656
2024-04-01,163.88726806640625,298.275634765625
2024-04-02,163.23831176757812,299.99267578125
2024-04-03,165.9774169921875,300.7229919433594
2024-04-04,162.0166778564453,290.26275634765625
2024-04-05,163.70594787597656,297.93023681640625
2024-04-08,165.70062255859375,297.7526550292969
2024-04-09,167.5616912841797,298.38421630859375
2024-04-10,163.0665283203125,295.67047119140625
2024-04-11,167.1417694091797,295.2066345214844
2024-04-12,163.47691345214844,290.4402770996094
2024-04-15,162.09304809570312,269.3027038574219
2024-04-16,160.89051818847656,273.7532043457031
2024-04-17,156.8248748779297,272.6775817871094
2024-04-18,154.0762176513672,268.33563232421875
2024-04-19,150.44000244140625,266.8059997558594
2024-04-22,152.87367248535156,270.20068359375
2024-04-23,153.99032592773438,273.0328674316406
2024-04-24,156.1663360595703,272.54931640625
2024-04-25,155.85134887695312,269.53955078125
2024-04-26,158.10372924804688,270.67437744140625
2024-04-29,161.48223876953125,272.1052551269531
2024-04-30,158.2850341796875,265.3948974609375
2024-05-01,156.62442016601562,265.14813232421875
2024-05-02,171.8850555419922,268.5428161621094
2024-05-03,171.44602966308594,270.05267333984375
2024-05-06,173.55523681640625,271.9967041015625
2024-05-07,171.93276977539062,273.5262451171875
2024-05-08,172.31454467773438,275.29266357421875
2024-05-09,172.3049774169922,271.5427551269531
2024-05-10,173.77471923828125,273.0229797363281
2024-05-13,175.8075714111328,273.8617248535156
2024-05-14,180.35044860839844,273.1512756347656
2024-05-15,185.7332000732422,283.7497253417969
2024-05-16,184.454345703125,280.9273681640625
2024-05-17,185.01744079589844,281.8451232910156
2024-05-20,188.739501953125,283.285888671875
2024-05-21,191.68856811523438,280.01953125
2024-05-22,193.67369079589844,280.0787048339844
2024-05-23,192.55706787109375,274.8979187011719
2024-05-24,200.76480102539062,268.7007141113281
2024-05-28,203.36073303222656,266.2731018066406
2024-05-29,198.7605743408203,268.0395812988281
2024-05-30,196.25942993164062,215.13621520996094
2024-05-31,195.5407257080078,231.3496551513672
2024-06-03,197.3231201171875,233.50091552734375
2024-06-04,195.8473663330078,231.76409912109375
2024-06-05,203.06333923339844,233.41209411621094
2024-06-06,200.7059326171875,239.5599822998047
2024-06-07,198.00352478027344,238.66197204589844
2024-06-10,200.6197052001953,238.652099609375
2024-06-11,199.82431030273438,237.8133087158203
2024-06-12,206.4077911376953,232.6917266845703
2024-06-13,208.72689819335938,226.01095581054688
2024-06-14,206.35032653808594,228.8826141357422
2024-06-17,212.95298767089844,227.4418487548828
2024-06-18,217.61988830566406,228.7543182373047
2024-06-20,206.48446655273438,238.61264038085938
2024-06-21,203.6670379638672,241.8296661376953
2024-06-24,192.46456909179688,236.7771453857422
2024-06-25,193.7391357421875,238.57315063476562
2024-06-26,189.1009521484375,239.94482421875
2024-06-27,187.01187133789062,249.5169677734375
2024-06-28,190.873779296875,253.7109832763672
2024-07-01,191.68833923339844,252.83270263671875
2024-07-02,191.81292724609375,252.81295776367188
2024-07-03,195.3107147216797,257.51019287109375
2024-07-05,197.16981506347656,259.720703125
2024-07-08,199.22056579589844,253.97740173339844
2024-07-09,198.482666015625,249.49026489257812
2024-07-10,200.09263610839844,249.6483917236328
2024-07-11,191.51588439941406,248.19549560546875
2024-07-12,193.98828125,251.0123291015625
2024-07-15,199.49847412109375,249.91525268554688
2024-07-16,200.89756774902344,253.04833984375
2024-07-17,183.6099090576172,248.29437255859375
2024-07-18,183.47573852539062,244.46942138671875
2024-07-19,178.4446563720703,244.7461700439453
2024-07-22,186.83934020996094,251.1210479736328
2024-07-23,185.2869110107422,253.07798767089844
2024-07-24,173.51902770996094,246.87112426757812
2024-07-25,168.07586669921875,253.53262329101562
2024-07-26,172.5415496826172,259.6505126953125
2024-07-29,171.1903533935547,255.57850646972656
2024-07-30,159.978271484375,254.9262237548828
2024-07-31,173.4040069580078,255.78604125976562
2024-08-01,157.16087341308594,250.11293029785156
2024-08-02,152.66644287109375,241.1287841796875
2024-08-05,151.36317443847656,236.2265625
2024-08-06,152.10104370117188,235.64340209960938
2024-08-07,149.60946655273438,237.2445526123047
2024-08-08,158.0712432861328,246.21881103515625
2024-08-09,157.620849609375,249.58908081054688
2024-08-12,156.09716796875,248.38330078125
2024-08-13,162.40277099609375,251.63499450683594
2024-08-14,160.17950439453125,252.34661865234375
2024-08-15,166.11138916015625,259.7295837402344
2024-08-16,164.99974060058594,259.8482360839844
2024-08-19,166.9929962158203,262.28948974609375
2024-08-20,164.9326629638672,258.7906799316406
2024-08-21,166.9546661376953,258.0494079589844
2024-08-22,161.9523468017578,255.57850646972656
2024-08-23,166.2646942138672,260.925537109375
2024-08-26,162.42193603515625,262.19061279296875
2024-08-27,166.67674255371094,261.1231994628906
2024-08-28,164.6835174560547,255.8848876953125
2024-08-29,162.42193603515625,254.01695251464844
2024-08-30,167.9896240234375,249.9547882080078
2024-09-03,156.43258666992188,245.171142578125
2024-09-04,158.43540954589844,244.7955780029297
2024-09-05,157.68408203125,243.25375366210938
2024-09-06,152.37657165527344,241.1287841796875
2024-09-09,154.86175537109375,242.89793395996094
2024-09-10,155.73829650878906,243.29330444335938
2024-09-11,160.43896484375,246.66358947753906
2024-09-12,158.91702270507812,250.4193115234375
2024-09-13,161.5659637451172,251.6053466796875
2024-09-16,160.48712158203125,253.9180908203125
2024-09-17,162.50030517578125,252.21812438964844
2024-09-18,162.11502075195312,249.88194274902344
2024-09-19,167.5284881591797,263.3050842285156
2024-09-20,162.7122344970703,264.1069030761719
2024-09-23,159.8610076904297,261.5429992675781
2024-09-24,160.8146209716797,267.71014404296875
2024-09-25,162.0861358642578,271.32330322265625
2024-09-26,166.3147735595703,272.97650146484375
2024-09-27,163.87777709960938,273.8475646972656
2024-09-30,163.8007049560547,270.9471740722656
2024-10-01,159.68763732910156,268.13580322265625
2024-10-02,162.13430786132812,276.658935546875
2024-10-03,162.7122344970703,278.0744934082031
2024-10-04,162.69296264648438,284.845458984375
2024-10-07,160.8050079345703,281.69757080078125
2024-10-08,160.22703552246094,288.6268615722656
2024-10-09,163.96446228027344,285.0137023925781
2024-10-10,162.32693481445312,287.24102783203125
2024-10-11,163.7332763671875,285.19189453125
2024-10-14,171.49708557128906,288.6961975097656
2024-10-15,167.69223022460938,285.4393615722656
2024-10-16,165.17816162109375,287.9240417480469
2024-10-17,164.8121337890625,288.1715087890625
2024-10-18,164.6387481689453,289.98309326171875
2024-10-21,162.79891967773438,288.3497314453125
2024-10-22,166.81568908691406,285.4195556640625
2024-10-23,160.47750854492188,281.5589294433594
2024-10-24,161.92237854003906,283.8654479980469
2024-10-25,164.01263427734375,287.528076171875
2024-10-28,165.89097595214844,290.8046875
2024-10-29,169.53204345703125,295.8729553222656
2024-10-30,161.4600067138672,293.4081115722656
