date,LLY,JNJ
2011-04-26,25.773494720458984,41.933631896972656
2011-04-27,26.06048011779785,42.33393859863281
2011-04-28,26.130474090576172,42.21126937866211
2011-04-29,25.906490325927734,42.4307861328125
2011-05-02,26.11646842956543,42.74712371826172
2011-05-03,26.662477493286133,42.7794303894043
2011-05-04,26.6834659576416,42.398502349853516
2011-05-05,26.732463836669922,41.97237014770508
2011-05-06,26.872465133666992,42.140235900878906
2011-05-09,26.984466552734375,42.372676849365234
2011-05-10,27.10346221923828,42.45659255981445
2011-05-11,27.138904571533203,42.97954177856445
2011-05-12,27.479211807250977,43.379859924316406
2011-05-13,27.613908767700195,43.011844635009766
2011-05-16,27.755687713623047,42.850440979003906
2011-05-17,27.74152374267578,42.86981964111328
2011-05-18,27.472126007080078,42.934364318847656
2011-05-19,27.443750381469727,42.863346099853516
2011-05-20,27.252336502075195,42.411399841308594
2011-05-23,27.22399139404297,42.32748031616211
2011-05-24,27.372861862182617,42.469512939453125
2011-05-25,27.160175323486328,42.79878616333008
2011-05-26,26.883682250976562,42.66202163696289
2011-05-27,26.834054946899414,43.482574462890625
2011-05-31,27.28070640563965,43.82122039794922
2011-06-01,26.897859573364258,43.29371643066406
2011-06-02,26.600099563598633,43.29371643066406
2011-06-03,26.266895294189453,43.03972244262695
2011-06-06,26.31651496887207,43.01368713378906
2011-06-07,26.4157657623291,42.655521392822266
2011-06-08,26.42285919189453,43.072296142578125
2011-06-09,26.741884231567383,43.48908996582031
2011-06-10,26.266895294189453,43.03972244262695
2011-06-13,26.387407302856445,43.36534881591797
2011-06-14,26.663909912109375,43.69747543334961
2011-06-15,26.373228073120117,43.0853271484375
2011-06-16,26.387407302856445,43.18954086303711
2011-06-17,26.46539878845215,43.16999435424805
2011-06-20,26.628459930419922,43.31325912475586
2011-06-21,26.777339935302734,43.30023193359375
2011-06-22,26.713533401489258,43.026710510253906
2011-06-23,26.36614227294922,42.76621627807617
2011-06-24,26.06129264831543,42.368961334228516
2011-06-27,26.110923767089844,42.49271011352539
2011-06-28,26.479570388793945,42.922523498535156
2011-06-29,26.42285919189453,43.183013916015625
2011-06-30,26.607181549072266,43.319766998291016
2011-07-01,26.70644187927246,43.827735900878906
2011-07-05,26.429948806762695,44.03611755371094
2011-07-06,26.699350357055664,43.990535736083984
2011-07-07,26.834054946899414,44.231483459472656
2011-07-08,26.73478889465332,44.00355529785156
2011-07-11,26.429948806762695,43.808170318603516
2011-07-12,26.578828811645508,43.65188980102539
2011-07-13,26.628459930419922,44.04263687133789
2011-07-14,27.231067657470703,44.06217956542969
2011-07-15,27.17435073852539,43.925418853759766
2011-07-18,26.975847244262695,43.690975189208984
2011-07-19,27.11764144897461,43.45003128051758
2011-07-20,27.0609073638916,43.137420654296875
2011-07-21,27.8762264251709,43.28721618652344
2011-07-22,27.436668395996094,43.45003128051758
2011-07-25,27.22399139404297,43.14393997192383
2011-07-26,27.26650619506836,42.92902755737305
2011-07-27,26.92620849609375,42.47968292236328
2011-07-28,26.94040870666504,42.38199996948242
2011-07-29,27.153076171875,42.193138122558594
2011-08-01,26.91913414001465,41.945682525634766
2011-08-02,26.344871520996094,41.307472229003906
2011-08-03,26.451208114624023,41.29444122314453
2011-08-04,25.4090518951416,40.27202224731445
2011-08-05,25.69263458251953,40.83858871459961
2011-08-08,24.67173194885254,39.80313491821289
2011-08-09,25.267261505126953,40.50644302368164
2011-08-10,24.451961517333984,39.204017639160156
2011-08-11,25.386878967285156,41.313987731933594
2011-08-12,25.07044219970703,41.26189041137695
2011-08-15,25.72489356994629,42.06290817260742
2011-08-16,25.667360305786133,41.91311264038086
2011-08-17,25.69612693786621,41.84800338745117
2011-08-18,25.17831802368164,41.13163757324219
2011-08-19,25.17831802368164,41.11861038208008
2011-08-22,25.473180770874023,41.21630859375
2011-08-23,25.832775115966797,42.310367584228516
2011-08-24,26.170780181884766,42.675045013427734
2011-08-25,25.811206817626953,42.03684616088867
2011-08-26,25.72489356994629,42.233943939208984
2011-08-29,26.602277755737305,43.272064208984375
2011-08-30,26.73173713684082,43.212928771972656
2011-08-31,26.97627067565918,43.23264694213867
2011-09-01,26.702974319458008,42.9238395690918
2011-09-02,26.206745147705078,42.095970153808594
2011-09-06,26.055713653564453,42.470489501953125
2011-09-07,26.566343307495117,42.989540100097656
2011-09-08,26.616689682006836,42.67416763305664
2011-09-09,25.98379135131836,41.813453674316406
2011-09-12,25.91907501220703,41.780609130859375
2011-09-13,26.39373016357422,41.79375076293945
2011-09-14,26.73173713684082,41.872596740722656
2011-09-15,26.925920486450195,42.31280517578125
2011-09-16,27.1920166015625,42.43763732910156
2011-09-19,26.983448028564453,42.141971588134766
2011-09-20,27.23517417907715,42.19453430175781
2011-09-21,26.688596725463867,41.47837829589844
2011-09-22,26.29304313659668,40.6833610534668
2011-09-23,25.94063949584961,40.46654510498047
2011-09-26,26.350589752197266,41.18927764892578
2011-09-27,26.738937377929688,41.93171691894531
2011-09-28,26.782089233398438,41.55722427368164
2011-09-29,26.789264678955078,41.98428726196289
2011-09-30,26.587905883789062,41.846309661865234
2011-10-03,26.127634048461914,40.78849792480469
2011-10-04,26.415302276611328,40.84762954711914
2011-10-05,26.63104820251465,40.96589279174805
2011-10-06,26.774892807006836,41.26811218261719
2011-10-07,27.27112579345703,41.47837829589844
2011-10-10,27.623525619506836,42.3325080871582
2011-10-11,27.112903594970703,42.02370834350586
2011-10-12,27.04817771911621,42.266822814941406
2011-10-13,27.328662872314453,42.201114654541016
2011-10-14,27.537221908569336,42.52305603027344
2011-10-17,27.307083129882812,41.91200637817383
2011-10-18,27.681060791015625,42.32594299316406
2011-10-19,27.832090377807617,41.156429290771484
2011-10-20,27.767358779907227,41.08415222167969
2011-10-21,27.379003524780273,41.90543746948242
2011-10-24,27.465301513671875,42.529624938964844
2011-10-25,26.911531448364258,41.846309661865234
2011-10-26,26.969078063964844,42.371925354003906
2011-10-27,27.23517417907715,43.03553771972656
2011-10-28,27.530019760131836,43.10124588012695
2011-10-31,26.724544525146484,42.306236267089844
2011-11-01,26.767698287963867,41.64263153076172
2011-11-02,26.954679489135742,41.813453674316406
2011-11-03,27.3646183013916,42.27338790893555
2011-11-04,27.285503387451172,42.12882995605469
2011-11-07,27.58036231994629,42.04999542236328
2011-11-08,28.040637969970703,42.61505126953125
2011-11-09,27.22077178955078,41.741188049316406
2011-11-10,27.126068115234375,42.12882995605469
2011-11-11,27.577802658081055,42.87127685546875
2011-11-14,27.432092666625977,42.64787673950195
2011-11-15,27.432092666625977,42.7004508972168
2011-11-16,26.83462905883789,42.31280517578125
2011-11-17,26.82005500793457,42.01057052612305
2011-11-18,26.878337860107422,41.951419830322266
2011-11-21,26.477596282958984,41.35354232788086
2011-11-22,26.331884384155273,41.32725143432617
2011-11-23,25.9748592376709,40.72935485839844
2011-11-25,25.923851013183594,40.62989044189453
2011-11-28,26.42660140991211,41.359336853027344
2011-11-29,26.331884384155273,41.6312141418457
2011-11-30,27.577802658081055,42.917686462402344
2011-12-01,27.424774169921875,42.7386360168457
2011-12-02,27.22806739807129,42.08876419067383
2011-12-05,27.257217407226562,42.01582717895508
2011-12-06,28.313684463500977,42.10203170776367
2011-12-07,28.729000091552734,42.7386360168457
2011-12-08,28.335561752319336,42.29433822631836
2011-12-09,28.612415313720703,42.791690826416016
2011-12-12,28.408409118652344,42.11529541015625
2011-12-13,28.88929557800293,42.01582717895508
2011-12-14,29.173458099365234,41.8964729309082
2011-12-15,30.03321075439453,42.44021987915039
2011-12-16,29.530467987060547,42.63916778564453
2011-12-19,29.68347930908203,42.12854766845703
2011-12-20,29.960336685180664,42.7850456237793
2011-12-21,30.2882137298584,43.07682418823242
2011-12-22,30.208070755004883,43.22270965576172
2011-12-23,30.33922004699707,43.75322723388672
2011-12-27,30.41936683654785,43.77975845336914
2011-12-28,30.09149932861328,43.40176010131836
2011-12-29,30.23721694946289,43.686920166015625
2011-12-30,30.28093147277832,43.48796463012695
2012-01-03,30.455793380737305,43.686920166015625
2012-01-04,29.661605834960938,43.421661376953125
2012-01-05,29.36288070678711,43.36861038208008
2012-01-06,29.056867599487305,42.99062728881836
2012-01-09,29.005870819091797,43.056941986083984
2012-01-10,29.384737014770508,43.23597717285156
2012-01-11,29.129735946655273,43.18955993652344
2012-01-12,29.275461196899414,43.255859375
2012-01-13,29.100582122802734,43.27577590942383
2012-01-17,29.16616439819336,43.182918548583984
2012-01-18,29.275461196899414,43.289024353027344
2012-01-19,29.268169403076172,43.22936248779297
2012-01-20,29.005870819091797,43.28240203857422
2012-01-23,28.707143783569336,43.10335159301758
2012-01-24,28.860153198242188,43.10335159301758
2012-01-25,29.06416893005371,43.24925231933594
2012-01-26,28.73629379272461,43.56753921508789
2012-01-27,28.561410903930664,43.47471237182617
2012-01-30,28.597850799560547,43.57417297363281
2012-01-31,28.95487403869629,43.706809997558594
2012-02-01,28.998579025268555,43.5609130859375
2012-02-02,28.852867126464844,43.49460220336914
2012-02-03,28.78728675842285,43.52775192260742
2012-02-06,28.88929557800293,43.22936248779297
2012-02-07,28.779996871948242,43.27577590942383
2012-02-08,28.984006881713867,43.26249313354492
2012-02-09,28.79457664489746,43.03041458129883
2012-02-10,28.641565322875977,42.83808898925781
2012-02-13,28.6637020111084,42.89115905761719
2012-02-14,28.398082733154297,42.844730377197266
2012-02-15,28.457111358642578,42.871253967285156
2012-02-16,28.56778335571289,43.0503044128418
2012-02-17,28.966197967529297,43.09671401977539
2012-02-21,28.58991813659668,43.129878997802734
2012-02-22,28.64156150817871,43.10335159301758
2012-02-23,28.619430541992188,43.1696662902832
2012-02-24,28.811254501342773,43.122825622558594
2012-02-27,28.907175064086914,43.11614990234375
2012-02-28,29.06949234008789,43.60449981689453
2012-02-29,28.95144271850586,43.53761672973633
2012-03-01,29.0325927734375,43.37036895751953
2012-03-02,29.12851333618164,43.330223083496094
2012-03-05,28.87028694152832,43.423885345458984
2012-03-06,28.508760452270508,43.04925537109375
2012-03-07,28.671085357666016,43.015804290771484
2012-03-08,28.91454315185547,43.383750915527344
2012-03-09,29.187543869018555,43.310142517089844
2012-03-12,29.364604949951172,43.550987243652344
2012-03-13,29.637601852416992,43.704864501953125
2012-03-14,29.704002380371094,43.53761672973633
2012-03-15,29.718761444091797,43.53093338012695
2012-03-16,29.65973663330078,43.564353942871094
2012-03-19,29.748275756835938,43.62457275390625
2012-03-20,29.526926040649414,43.45732879638672
2012-03-21,29.47527503967285,43.32353591918945
2012-03-22,29.37199592590332,43.122825622558594
2012-03-23,29.4162540435791,43.18305206298828
2012-03-26,29.71137809753418,43.59781265258789
2012-03-27,29.704002380371094,43.751686096191406
2012-03-28,29.740886688232422,43.898860931396484
2012-03-29,29.482662200927734,43.8453483581543
2012-03-30,29.71137809753418,44.126319885253906
2012-04-02,29.86631202697754,44.29356384277344
2012-04-03,29.748275756835938,44.07280349731445
2012-04-04,29.755653381347656,43.74500274658203
2012-04-05,29.86631202697754,43.711544036865234
2012-04-09,29.305585861206055,43.43056869506836
2012-04-10,29.084239959716797,42.94890594482422
2012-04-11,29.12112808227539,42.902061462402344
2012-04-12,29.202295303344727,42.915443420410156
2012-04-13,28.907175064086914,42.50737380981445
2012-04-16,29.217041015625,42.80172348022461
2012-04-17,29.556446075439453,42.9622802734375
2012-04-18,29.290828704833984,42.32005310058594
2012-04-19,29.327741622924805,42.166194915771484
2012-04-20,29.44577407836914,42.62111282348633
2012-04-23,29.37199592590332,42.393646240234375
2012-04-24,29.482662200927734,42.66123580932617
2012-04-25,30.102413177490234,43.102779388427734
2012-04-26,30.16144371032715,43.31684494018555
2012-04-27,30.471323013305664,43.377037048339844
2012-04-30,30.537729263305664,43.550987243652344
2012-05-01,30.42706298828125,43.63127517700195
2012-05-02,30.60411262512207,43.704864501953125
2012-05-03,30.449186325073242,43.711544036865234
2012-05-04,30.456560134887695,43.310142517089844
2012-05-07,30.700029373168945,43.350303649902344
2012-05-08,30.70741081237793,43.4707145690918
2012-05-09,30.471323013305664,43.00243377685547
2012-05-10,30.80333137512207,43.1964225769043
2012-05-11,30.80333137512207,43.04255294799805
2012-05-14,30.55695915222168,42.76827621459961
2012-05-15,30.2956600189209,42.55419921875
2012-05-16,30.42258644104004,42.62111282348633
2012-05-17,30.258342742919922,42.514060974121094
2012-05-18,30.191146850585938,42.38026809692383
2012-05-21,30.33300018310547,42.46053695678711
