date,HD,LOW
2011-07-08,25.77954864501953,17.933147430419922
2011-07-11,25.596511840820312,17.606534957885742
2011-07-12,25.420530319213867,17.606534957885742
2011-07-13,25.434602737426758,17.682497024536133
2011-07-14,25.31492042541504,17.55337142944336
2011-07-15,25.27972412109375,17.36348533630371
2011-07-18,25.12485694885254,17.195348739624023
2011-07-19,25.420530319213867,17.54690170288086
2011-07-20,25.631711959838867,17.401697158813477
2011-07-21,25.84994125366211,17.531612396240234
2011-07-22,25.70914649963379,17.287052154541016
2011-07-25,25.800661087036133,17.2794132232666
2011-07-26,25.61763572692871,17.45519256591797
2011-07-27,25.082612991333008,17.16478157043457
2011-07-28,24.74471664428711,16.65273666381836
2011-07-29,24.589839935302734,16.49224853515625
2011-08-01,24.111129760742188,16.117767333984375
2011-08-02,23.104450225830078,15.636308670043945
2011-08-03,23.195972442626953,15.605734825134277
2011-08-04,22.315998077392578,15.45289134979248
2011-08-05,21.64017105102539,15.399391174316406
2011-08-08,20.365985870361328,14.268316268920898
2011-08-09,21.224828720092773,14.650440216064453
2011-08-10,20.070316314697266,13.840348243713379
2011-08-11,21.154434204101562,14.589301109313965
2011-08-12,21.527542114257812,14.910271644592285
2011-08-15,22.147043228149414,15.040196418762207
2011-08-16,23.31563949584961,15.353536605834961
2011-08-17,23.519792556762695,15.36117935180664
2011-08-18,22.639822006225586,14.963777542114258
2011-08-19,22.442705154418945,14.75743579864502
2011-08-22,22.72429847717285,14.925559997558594
2011-08-23,23.308609008789062,15.376459121704102
2011-08-24,24.19561004638672,15.544598579406738
2011-08-25,23.822500228881836,15.368820190429688
2011-08-26,23.935138702392578,15.468170166015625
2011-08-29,23.928096771240234,15.659229278564453
2011-08-30,23.807537078857422,15.307676315307617
2011-08-31,23.672786712646484,15.2312593460083
2011-09-01,23.35365104675293,15.139549255371094
2011-09-02,22.821760177612305,14.474663734436035
2011-09-06,22.729562759399414,14.681012153625488
2011-09-07,23.31109619140625,15.024914741516113
2011-09-08,23.020334243774414,14.963777542114258
2011-09-09,22.601905822753906,14.489947319030762
2011-09-12,22.942317962646484,14.619860649108887
2011-09-13,23.16217613220215,14.635151863098145
2011-09-14,23.78626251220703,14.963777542114258
2011-09-15,24.31106185913086,15.277112007141113
2011-09-16,24.54509735107422,15.575164794921875
2011-09-19,24.360702514648438,15.292400360107422
2011-09-20,24.686922073364258,15.223612785339355
2011-09-21,23.99901580810547,14.658084869384766
2011-09-22,23.438749313354492,14.44409465789795
2011-09-23,23.913917541503906,15.086058616638184
2011-09-26,24.11248779296875,15.147194862365723
2011-09-27,24.027376174926758,15.468170166015625
2011-09-28,23.82881736755371,15.193041801452637
2011-09-29,23.96354866027832,15.300042152404785
2011-09-30,23.31109619140625,14.780364990234375
2011-10-03,22.40332794189453,14.505232810974121
2011-10-04,23.027420043945312,15.024914741516113
2011-10-05,23.28273582458496,15.086058616638184
2011-10-06,23.672786712646484,15.468170166015625
2011-10-07,24.055763244628906,15.544598579406738
2011-10-10,24.58055305480957,15.941998481750488
2011-10-11,24.616010665893555,15.689798355102539
2011-10-12,24.62309455871582,15.75858211517334
2011-10-13,24.403257369995117,15.628663063049316
2011-10-14,24.857133865356445,15.99549674987793
2011-10-17,24.57345962524414,16.072425842285156
2011-10-18,25.495410919189453,16.534061431884766
2011-10-19,25.105358123779297,16.187835693359375
2011-10-20,25.339385986328125,16.55714225769043
2011-10-21,26.14077377319336,17.026464462280273
2011-10-24,26.027299880981445,16.75718879699707
2011-10-25,25.559234619140625,16.549448013305664
2011-10-26,25.920913696289062,16.649473190307617
2011-10-27,26.39608383178711,16.84950828552246
2011-10-28,25.615966796875,16.441736221313477
2011-10-31,25.38902473449707,16.172456741333008
2011-11-01,25.20463752746582,15.849309921264648
2011-11-02,25.523784637451172,16.410964965820312
2011-11-03,25.85000228881836,16.64177703857422
2011-11-04,25.807451248168945,16.572528839111328
2011-11-07,26.481185913085938,17.16495704650879
2011-11-08,26.906692504882812,17.51887321472168
2011-11-09,26.353534698486328,17.080333709716797
2011-11-10,26.381898880004883,17.280366897583008
2011-11-11,26.991792678833008,17.780460357666016
2011-11-14,27.12655258178711,18.08052635192871
2011-11-15,26.998905181884766,17.84971809387207
2011-11-16,26.835773468017578,18.072826385498047
2011-11-17,26.679752349853516,17.988201141357422
2011-11-18,26.864147186279297,17.934343338012695
2011-11-21,26.282609939575195,17.765079498291016
2011-11-22,26.310970306396484,17.549652099609375
2011-11-23,25.899641036987305,17.29575538635254
2011-11-25,25.864194869995117,17.449634552001953
